157.2	34	68	26
158.2	38	116	26
159.2	40	206	28
160.2	40	322	26
161.2	44	484	26
162.2	50	682	26
163.2	38	26	23
166.2	34	44	23
167.2	40	62	23
168.2	34	100	29
169.2	40	184	33
170.2	34	308	29
171.2	44	464	26
172.2	46	646	23
173.2	32	28	20
176.2	32	38	20
177.2	32	62	23
178.2	32	98	29
179.2	38	172	26
180.2	38	290	27
181.2	44	440	26
182.2	44	622	26
183.2	32	26	20
186.2	32	38	20
187.2	34	62	20
188.2	34	88	27
189.2	34	164	24
190.2	44	268	23
191.2	40	422	26
192.2	46	602	29
193.2	28	20	23
196.2	34	32	23
197.2	32	44	23
198.2	34	80	26
199.2	40	148	32
200.2	38	256	26
201.2	40	400	26
202.2	44	580	30
203.2	32	16	20
205.2	38	22	23
206.2	34	38	20
207.2	38	46	23
208.2	38	80	29
209.2	40	136	23
210.2	40	248	30
211.2	44	382	23
212.2	46	566	29
213.2	32	32	23
217.2	38	50	20
218.2	38	80	23
219.2	34	134	26
220.2	38	232	29
221.2	44	370	26
222.2	46	538	27
223.2	32	14	20
224.2	34	20	22
226.2	34	26	23
227.2	34	50	23
228.2	34	68	26
229.2	32	124	29
230.2	40	224	27
231.2	44	350	26
232.2	40	520	27
233.2	32	4	23
235.2	34	16	23
236.2	34	26	23
237.2	34	44	23
238.2	32	70	23
239.2	38	116	26
240.2	40	206	32
241.2	38	334	23
242.2	46	500	28
243.2	46	688	26
244.2	32	16	20
246.2	34	26	23
247.2	38	32	26
248.2	34	58	26
249.2	32	110	30
250.3	38	226	26
251.3	40	352	26
252.3	44	526	27
253.3	34	14	20
255.3	34	14	20
256.3	32	28	23
257.3	38	40	23
258.3	34	74	23
259.3	38	122	26
260.3	34	208	26
261.3	40	334	23
262.3	44	500	29
263.3	46	698	26
264.3	32	16	20
266.3	32	26	20
267.3	38	40	20
268.3	34	68	23
269.3	34	112	26
270.3	38	206	26
271.3	40	316	26
272.3	46	478	24
273.3	46	668	26
274.3	34	26	23
277.3	32	44	20
278.3	38	64	20
279.3	34	100	26
280.3	40	184	32
281.3	38	302	26
282.3	44	454	23
283.3	46	646	29
284.3	32	20	20
286.3	34	16	20
287.3	34	46	26
289.3	34	98	29
290.3	34	170	26
291.3	40	286	26
292.3	46	428	23
293.3	44	620	26
294.3	32	20	20
296.3	34	26	20
297.3	34	38	23
298.3	38	52	23
299.3	38	88	26
300.3	38	160	23
301.3	34	268	26
302.3	44	412	26
303.3	46	596	23
304.3	32	20	20
307.3	34	34	23
308.3	34	52	23
309.3	34	82	29
310.3	38	158	25
311.3	38	250	29
312.3	40	400	23
313.3	46	572	23
314.3	34	16	23
317.3	32	38	20
318.3	34	56	23
319.3	32	82	23
320.3	40	140	32
321.3	40	244	26
322.3	44	382	23
323.3	44	560	23
324.3	34	16	23
327.3	34	28	23
328.3	32	52	23
329.3	32	68	26
330.3	34	130	29
331.3	38	218	23
332.3	40	368	23
333.3	44	532	29
334.3	32	20	20
337.3	38	32	23
338.3	34	46	23
339.3	34	68	29
340.3	34	124	26
341.3	34	220	26
342.3	44	344	29
343.3	46	514	29
344.3	32	8	23
345.3	32	8	23
346.3	38	22	20
348.3	34	46	20
349.3	34	64	26
350.4	34	116	29
351.4	40	208	27
352.4	44	328	23
353.4	46	490	27
354.4	44	694	29
355.4	32	22	23
358.4	34	38	23
359.4	32	68	20
360.4	38	110	27
361.4	32	196	29
362.4	40	310	26
363.4	44	472	26
364.4	44	686	29
365.4	32	20	20
367.4	32	26	23
368.4	34	40	23
369.4	34	64	23
370.4	34	104	29
371.4	32	184	29
372.4	44	298	23
373.4	44	446	29
374.4	44	632	23
375.4	32	10	23
377.4	32	22	20
378.4	34	38	23
379.4	38	62	20
380.4	34	92	27
381.4	34	170	26
382.4	40	280	23
383.4	44	428	23
384.4	46	616	29
385.4	34	16	20
387.4	34	26	20
388.4	32	38	23
389.4	34	58	23
390.4	34	92	29
391.4	38	154	26
392.4	40	266	29
393.4	46	406	20
394.4	50	590	26
395.4	32	14	20
397.4	34	26	20
398.4	34	28	23
399.4	38	46	23
400.4	34	80	27
401.4	40	140	32
402.4	40	262	25
403.4	40	398	23
404.4	40	572	32
405.4	34	16	20
407.4	32	20	23
408.4	34	34	23
409.4	34	56	20
410.4	34	74	26
411.4	38	140	29
412.4	34	242	29
413.4	44	380	23
414.4	46	554	26
415.4	34	20	22
418.4	34	28	23
419.4	32	50	20
420.4	38	80	29
421.4	38	130	26
422.4	40	230	29
423.4	40	368	26
424.4	50	536	23
425.4	32	28	23
429.4	32	34	26
430.4	38	70	26
431.4	34	128	26
432.4	38	220	26
433.4	44	352	26
434.4	34	10	23
437.4	34	16	20
438.4	34	22	23
439.4	34	44	23
440.4	34	62	29
441.4	38	112	27
442.4	38	202	29
443.4	38	328	26
444.4	40	500	29
445.4	46	686	23
446.4	32	22	23
449.4	34	44	23
450.5	34	68	23
451.5	38	104	29
452.5	34	194	29
453.5	44	314	23
454.5	44	478	29
455.5	50	668	29
456.5	32	16	23
459.5	32	44	23
460.5	28	56	29
461.5	34	104	29
462.5	38	182	27
463.5	40	298	26
464.5	40	460	26
465.5	44	650	29
466.5	34	20	23
469.5	34	34	23
470.5	34	46	23
471.5	38	94	27
472.5	34	166	26
473.5	40	284	26
474.5	40	434	26
475.5	46	626	26
476.5	34	22	23
479.5	32	34	20
480.5	38	52	23
481.5	34	92	26
482.5	38	172	25
483.5	38	268	26
484.5	44	412	29
485.5	50	620	26
486.5	32	20	20
489.5	38	26	23
490.5	38	46	23
491.5	34	86	26
492.5	34	158	26
493.5	38	256	27
494.5	44	400	26
495.5	46	580	30
496.5	34	20	23
499.5	34	20	23
500.5	32	62	20
501.5	40	92	26
502.5	34	158	26
503.5	40	274	29
504.5	44	422	26
505.5	40	616	32
506.5	34	22	20
508.5	34	22	23
509.5	38	28	23
510.5	32	58	20
511.5	38	88	29
512.5	34	148	26
513.5	38	262	26
514.5	40	404	26
515.5	44	590	29
516.5	32	20	20
519.5	34	34	23
520.5	32	56	20
521.5	34	82	30
522.5	38	148	29
523.5	34	250	26
524.5	38	394	23
525.5	44	574	29
526.5	38	20	23
529.5	34	28	23
530.5	34	52	23
531.5	34	80	26
532.5	38	136	29
533.5	38	242	27
534.5	40	380	27
535.5	40	554	30
536.5	32	14	20
538.5	32	20	20
539.5	34	32	23
540.5	32	50	23
541.5	32	82	23
542.5	34	134	29
543.5	38	224	30
544.5	44	364	26
545.5	40	542	26
546.5	34	20	23
549.5	32	26	23
550.6	34	50	23
551.6	34	82	26
552.6	32	124	26
553.6	38	224	26
554.6	44	350	23
555.6	38	518	23
556.6	34	10	23
558.6	32	14	23
559.6	32	22	23
560.6	34	46	23
561.6	32	74	23
562.6	38	122	29
563.6	40	200	26
564.6	40	338	23
565.6	44	506	29
566.6	46	698	23
567.6	38	22	23
570.6	34	44	23
571.6	34	68	23
572.6	38	112	26
573.6	38	200	29
574.6	40	328	26
575.6	40	490	23
576.6	46	682	29
577.6	34	20	23
580.6	34	34	23
581.6	34	68	23
582.6	38	100	29
583.6	38	188	26
584.6	40	308	26
585.6	44	470	23
586.6	44	650	26
587.6	34	26	20
590.6	34	34	23
591.6	26	56	29
592.6	34	100	29
593.6	38	178	29
594.6	40	296	26
595.6	46	446	26
596.6	44	638	29
597.6	32	40	23
601.6	32	58	23
602.6	38	94	26
603.6	40	172	30
604.6	40	280	24
605.6	46	428	20
606.6	46	628	26
607.6	32	14	20
609.6	32	26	20
610.6	32	40	20
611.6	34	58	23
612.6	38	86	29
613.6	38	176	22
614.6	38	272	26
615.6	40	422	26
616.6	44	598	30
617.6	34	20	23
620.6	32	38	20
621.6	34	58	20
622.6	38	82	26
623.6	38	154	29
624.6	40	260	29
625.6	46	404	20
626.6	46	584	29
627.6	34	26	23
630.6	32	32	23
631.6	34	52	23
632.6	32	80	29
633.6	34	146	26
634.6	40	250	29
635.6	44	394	26
636.6	46	574	32
637.6	34	14	17
638.6	32	20	23
640.6	32	32	23
641.6	34	50	26
642.6	32	80	29
643.6	40	140	31
644.6	40	242	29
645.6	44	382	26
646.6	44	554	29
647.6	32	20	23
650.7	32	34	20
651.7	34	52	23
652.7	34	76	26
653.7	34	134	26
654.7	40	230	30
655.7	44	362	23
656.7	40	542	32
657.7	34	20	20
660.7	32	32	20
661.7	38	40	23
662.7	32	64	29
663.7	34	128	29
664.7	34	220	27
665.7	44	346	26
666.7	46	518	26
667.7	34	20	20
670.7	34	16	23
671.7	34	46	23
672.7	32	70	23
673.7	32	122	29
674.7	40	200	26
675.7	38	332	26
676.7	44	500	26
677.7	46	694	26
678.7	32	14	19
680.7	34	22	26
681.7	32	40	23
682.7	34	68	23
683.7	38	110	29
684.7	32	200	32
685.7	38	320	26
686.7	52	682	32
688.7	32	14	23
690.7	32	22	20
691.7	32	38	23
692.7	38	64	26
693.7	38	100	29
694.7	38	188	27
695.7	40	308	24
696.7	40	460	26
697.7	46	658	29
698.7	32	16	20
700.7	32	22	20
701.7	34	38	23
702.7	38	58	23
703.7	38	98	26
704.7	38	166	23
705.7	38	296	26
706.7	40	446	27
707.7	44	638	26
708.7	34	22	23
711.7	32	34	23
712.7	34	62	23
713.7	34	88	26
714.7	38	166	26
715.7	38	284	26
716.7	46	428	29
717.7	44	632	25
718.7	34	26	20
721.7	34	32	23
722.7	32	50	23
723.7	34	88	26
724.7	38	152	26
725.7	40	268	26
726.7	40	412	26
727.7	46	586	29
728.7	38	16	20
730.7	32	20	22
731.7	38	32	26
732.7	32	52	23
733.7	32	82	29
734.7	34	154	26
735.7	40	256	29
736.7	46	398	23
737.7	46	578	29
738.7	34	10	23
740.7	32	22	20
741.7	32	34	20
742.7	32	56	20
743.7	38	82	26
744.7	38	142	27
745.7	40	250	24
746.7	38	386	23
747.7	50	566	23
748.7	32	20	20
751.8	32	38	23
752.8	34	50	23
753.8	38	88	26
754.8	40	160	32
755.8	34	268	23
756.8	40	410	26
757.8	46	590	23
758.8	38	22	23
761.8	34	28	23
762.8	32	50	23
763.8	40	82	29
764.8	38	142	23
765.8	38	256	27
766.8	40	394	26
767.8	46	572	23
768.8	38	38	23
772.8	34	50	23
773.8	38	82	29
774.8	38	140	24
775.8	38	244	29
776.8	44	386	26
777.8	46	566	29
778.8	34	22	20
781.8	34	32	23
782.8	34	52	23
783.8	38	80	23
784.8	32	136	29
785.8	38	230	29
786.8	44	370	26
787.8	46	542	26
788.8	32	20	23
791.8	34	22	23
792.8	34	52	23
793.8	34	70	29
794.8	34	128	26
795.8	38	214	26
796.8	40	356	26
797.8	44	526	26
798.8	32	22	20
801.8	34	34	20
802.8	34	46	23
803.8	34	70	26
804.8	38	122	26
805.8	38	218	26
806.8	40	344	26
807.8	44	508	28
808.8	46	706	23
809.8	32	28	22
812.8	32	46	20
813.8	34	62	29
814.8	32	112	29
815.8	34	206	26
816.8	40	326	23
817.8	46	484	26
818.8	46	676	26
819.8	34	16	23
821.8	34	28	23
822.8	32	64	23
824.8	32	106	26
825.8	34	200	26
826.8	40	314	26
827.8	44	470	26
828.8	46	662	26
829.8	32	22	23
